-0.005182915,0.204961081,-0.180899745,0.04848447,0,-0.017005221,0
-0.431287715,0.440753684,-0.157931731,0.091723791,0,-0.066837558,0
-0.437588527,0.428325979,-0.087196793,0.064603418,0,-0.058820526,0
0.427916007,-0.082137352,-0.20721429,0.062452765,0,-0.131038945,0
-0.404563515,0.407515024,-0.063463756,0.051696738,0,-0.033521861,0
2.176697072,2.020569554,-4.815274079,-0.107545985,0,0.044688819,0
0.062103839,0.104995958,0.048443169,-0.023418203,0,0.009881094,0
-0.135785728,0.205609735,0.020729756,0.002673578,0,0.02497637,0
-0.081810467,0.15890563,0.232726746,-0.085117362,0,0.081661503,0
-0.388004638,0.350628107,0.03047833,0.038244534,0,-0.044424176,0
1.842073776,-4.753994515,1.962632868,0.005013188,0,0.039621964,0
-0.376707625,0.396487336,-0.063681591,0.048451377,0,0.008838208,0
-0.318562678,0.356640257,-0.030834226,0.02343709,0,0.013765004,0
-0.354874765,0.359244762,-0.002990935,0.028867441,0,0.001277965,0
-0.056798426,0.171996774,0.129170015,-0.066016685,0,0.046856841,0
0.275061897,-0.1843662,0.578071457,-0.181072965,0,0.075984268,0
2.095806633,-4.940146477,2.264136176,-0.150347186,0,0.090594929,0
-0.220885354,0.283437747,-0.006543021,0.005508784,0,0.020879235,0
0.013885448,0.156828905,-0.066412008,-0.006837009,0,0.002772348,0
-0.39010255,0.399004585,-0.025711048,0.018985412,0,0.003544584,0
-0.3613281,0.365749145,0.032091193,0.018536566,0,0.006558121,0
-0.383969676,0.382427341,-0.052151709,0.052336126,0,-0.003016538,0
-0.451899243,0.406202704,-0.029320151,0.054645152,0,-0.039020857,0
-0.272414154,0.288250026,0.00560854,0.019370784,0,-0.013492744,0
0.048242364,0.029490835,0.302187441,-0.101145993,0,0.029339487,0
-0.181430542,0.269747921,-0.040137372,0.006592356,0,-0.012527533,0
-0.453905842,0.403291179,0.001284387,0.044982352,0,-0.022566351,0
-0.461362631,0.398852471,-0.000425828,0.054179268,0,-0.055554581,0
-0.035140692,0.128063185,0.128762687,-0.036686701,0,0.033911201,0
-0.234661578,0.284753839,-0.030954614,0.025935064,0,-0.019206318,0
-0.18164541,0.239950802,0.105574532,-0.0290805,0,0.002703362,0
-0.321874264,0.317959976,0.019245596,0.020548334,0,-0.020822094,0
