26.28,45.45,19.05,5.05,0.00,2.79
16.49,37.31,10.56,5.29,27.62,1.83
29.68,40.24,21.44,4.42,0.00,3.33
43.46,27.26,20.56,2.66,0.00,2.91
46.78,22.35,20.02,3.38,0.00,4.12
28.33,34.27,25.92,8.04,0.00,2.23
29.40,36.50,18.30,4.79,5.64,2.96
